# timestamp=sample time  cpu%=% of one core (may exceed 100)  rss_MiB=resident RAM (whole process)
timestamp                cpu%      rss_MiB
11:31:50                 41.6          113
11:31:55                795.0         1144
11:32:00                948.0         2567
11:32:05                770.0         2820
11:32:11                670.0         2860
11:32:16                604.0         2873
11:32:21                559.0         2907
11:32:26                526.0         2922
11:32:31                500.0         2938
11:32:36                478.0         2968
11:32:41                462.0         2993
11:32:46                447.0         3007
11:32:51                437.0         3023
11:32:56                427.9         3044
11:33:01                418.5         3062
11:33:06                411.0         3076
11:33:11                405.1         3105
11:33:16                398.8         3117
11:33:21                394.0         3129
11:33:26                389.5         3140
11:33:31                385.5         3152
11:33:36                379.6         3168
11:33:41                377.1         3186
11:33:46                373.7         3199
11:33:51                371.4         3205
11:33:56                368.4         3215
11:34:01                364.5         3215
11:34:06                361.8         3215
11:34:11                359.2         3220
11:34:16                356.7         3222
11:34:21                354.3         3222
11:34:26                351.9         3228
11:34:31                349.7         3232
11:34:36                348.5         3244
11:34:41                346.5         3244
11:34:46                345.4         3245
11:34:51                343.4         3245
11:34:56                341.5         3255
11:35:01                340.6         3267
11:35:06                338.8         3267
11:35:11                337.0         3271
11:35:16                336.2         3271
11:35:21                335.5         3271
11:35:26                347.0         3282
11:35:31                367.5         3282
11:35:36                386.0         3313
11:35:41                404.6         3335
11:35:46                422.5         3362
11:35:51                439.1         2907
11:35:56                455.8         2926
11:36:01                471.4         2944
11:36:06                486.0         2969
11:36:12                500.7         3010
11:36:17                514.3         3022
11:36:22                527.0         3049
11:36:27                539.7         3054
11:36:32                552.4         3095
11:36:37                564.1         3110
11:36:42                575.9         3123
11:36:47                586.6         3149
11:36:52                597.3         3176
11:36:57                608.1         3210
11:37:02                620.1         3529
11:37:07                632.0         3646
11:37:12                641.8         3697
11:37:17                651.5         3732
11:37:22                661.3         3755
11:37:27                670.1         3786
11:37:32                678.8         3823
11:37:37                686.6         3859
11:37:42                695.4         3890
11:37:47                703.2         3927
11:37:52                710.0         3959
11:37:57                717.8         3988
11:38:02                725.6         4068
11:38:07                731.4         4086
11:38:12                738.3         4106
11:38:17                745.1         4127
11:38:22                751.2         4145
11:38:27                758.0         4153
11:38:32                763.9         4153
11:38:37                770.7         4172
11:38:42                775.6         4172
11:38:47                781.4         4202
11:38:52                787.3         4211
11:38:57                792.1         4211
11:39:02                798.0         4223
11:39:07                802.8         4231
11:39:12                807.7         4240
11:39:17                812.6         4256
11:39:22                817.4         4278
11:39:27                821.3         4279
11:39:32                826.2         4279
11:39:37                830.1         4279
11:39:42                834.9         4281
11:39:47                838.8         4287
11:39:53                842.7         4311
11:39:58                846.6         4311
11:40:03                849.5         4328
11:40:08                853.4         4332
11:40:13                857.3         4332
11:40:18                860.2         4332
11:40:23                864.3         3891
11:40:28                867.2         3910
11:40:33                871.1         3910
11:40:38                874.0         3927
11:40:43                876.9         3927
11:40:48                879.8         3927
11:40:53                882.7         3927
11:40:58                886.6         3937
11:41:03                889.5         3937
11:41:08                892.4         3937
11:41:13                895.4         3937
11:41:18                898.3         3937
11:41:23                900.2         3954
11:41:28                903.1         3954
11:41:33                906.0         3966
11:41:38                907.9         3966
11:41:43                910.9         3966
11:41:48                912.8         3966
11:41:53                914.7         3966
11:41:58                917.6         3966
11:42:03                919.6         3966
11:42:08                923.1         4136
11:42:13                926.1         4202
11:42:18                928.1         4256
11:42:23                930.0         4272
11:42:28                931.9         4288
11:42:33                933.9         4305
11:42:38                934.8         4322
11:42:43                936.9         4331
11:42:48                938.8         4331
11:42:53                940.8         4331
11:42:58                942.7         4332
11:43:03                944.6         4332
11:43:08                945.6         4332
11:43:13                947.5         4332
11:43:18                949.4         4332
11:43:23                951.4         4332
11:43:28                952.3         4332
11:43:33                954.2         4332
11:43:39                956.2         4332
11:43:44                957.1         4332
11:43:49                959.1         4332
11:43:54                961.0         4332
11:43:59                961.9         4333
11:44:04                963.9         4333
11:44:09                964.8         4333
11:44:14                966.8         4333
11:44:19                967.7         4333
11:44:24                968.7         4333
11:44:29                969.6         4333
11:44:34                970.6         4333
11:44:39                971.5         4333
11:44:44                972.6         4069
11:44:49                973.5         4069
11:44:54                974.5         4069
11:44:59                975.4         4069
11:45:04                976.4         4069
11:45:09                977.3         4069
11:45:14                978.3         4069
11:45:19                979.2         4069
11:45:24                979.2         4068
11:45:29                980.2         4068
11:45:34                981.1         4068
11:45:39                982.1         4068
11:45:44                983.0         4068
11:45:49                984.0         4068
11:45:54                984.9         4058
11:45:59                985.9         4058
11:46:04                985.9         4058
11:46:09                986.8         4058
11:46:14                987.8         4058
11:46:19                988.8         4058
11:46:24                989.7         4058
11:46:29                990.7         4053
11:46:34                991.7         4010
11:46:39                991.6         3965
11:46:44                992.7         3965
11:46:49                993.7         3965
11:46:54                994.6         3965
11:46:59                995.6         3965
11:47:04                995.6         3966
11:47:09                996.6         3914
11:47:14                998.0         3932
11:47:19               1000.0         3934
11:47:24                999.9         3940
11:47:30                999.9         3923
11:47:35                999.9         3934
11:47:40                999.8         3934
11:47:45               1000.8         3922
11:47:50               1000.8         3927
11:47:55               1000.7         3914
11:48:00               1000.7         3927
11:48:05               1000.7         3865
11:48:10               1000.6         3858
11:48:15               1001.6         3862
11:48:20               1001.6         3883
11:48:25               1001.6         3901
11:48:30               1001.5         3918
11:48:35               1001.5         3857
11:48:40               1002.5         3814
11:48:45               1002.4         3883
11:48:50               1002.4         3831
11:48:55               1002.4         3915
11:49:00               1003.3         3870
11:49:05               1003.3         3905
11:49:10               1003.4         3900
11:49:15               1003.4         3837
11:49:20               1004.3         3838
11:49:25               1004.3         3869
11:49:30               1004.3         3812
11:49:35               1005.2         3842
11:49:40               1005.1         3808
11:49:45               1005.1         3762
11:49:50               1006.0         3776
11:49:55               1005.9         3778
11:50:00               1006.9         3754
11:50:05               1006.8         3774
11:50:10               1007.7         3776
11:50:15               1007.7         3758
11:50:20               1007.6         3831
11:50:25               1008.5         3770
11:50:30               1008.5         3780
11:50:35               1008.4         3780
11:50:40               1009.3         3784
11:50:45               1009.3         3753
11:50:50               1010.2         3792
11:50:55               1010.1         3790
11:51:00               1010.1         3782
11:51:05               1010.0         3763
11:51:10               1011.1         3370
11:51:15               1011.0         3370
11:51:20               1010.9         3370
11:51:26               1011.9         3370
11:51:31               1011.8         3370
11:51:36               1011.8         3370
11:51:41               1011.7         3374
11:51:46               1012.7         3345
