# timestamp=sample time  cpu%=% of one core (may exceed 100)  mem_MiB=container resident memory
timestamp                cpu%      mem_MiB
21:01:56                 0.08         25.7
21:02:03               147.36        100.9
21:02:09               470.70       1016.0
21:02:16               196.57       1453.1
21:02:23               256.74       1476.6
21:02:29               262.54       1496.1
21:02:36               196.80       1505.3
21:02:42               239.04       1527.8
21:02:49               268.15       1527.8
21:02:56               275.09       1553.4
21:03:02               257.93       1553.4
21:03:09               260.54       1560.6
21:03:15               261.26       1561.6
21:03:22               264.18       1571.8
21:03:28               189.90       1573.9
21:03:35               277.90       1580.0
21:03:42               267.49       1589.2
21:03:48               278.66       1594.4
21:03:55               190.07       1595.4
21:04:01               278.77       1599.5
21:04:08               272.36       1600.5
21:04:14               264.32       1612.8
21:04:21               262.20       1612.8
21:04:28               266.86       1614.8
21:04:34               266.82       1625.1
21:04:41               254.97       1627.1
21:04:47               259.49       1629.2
21:04:54               269.92       1647.6
21:05:00               189.89       1648.6
21:05:07               265.79       1649.7
21:05:14               268.40       1650.7
21:05:20               739.46       1660.9
21:05:27               742.02       1662.0
21:05:34               729.70       1660.9
21:05:40               769.83       1676.3
21:05:47               766.16       1691.6
21:05:53               776.37       1721.3
21:06:00               770.76       1751.0
21:06:07               779.30       1769.5
21:06:13               811.55       1806.3
21:06:20               796.07       1826.8
21:06:26               812.86       1871.9
21:06:33               829.78       1873.9
21:06:39               844.01       1890.3
21:06:46               838.53       1899.5
21:06:53               875.98       1928.2
21:06:59               828.33       1957.9
21:07:06               767.24       1977.3
21:07:13               845.72       2012.2
21:07:19               862.88       2016.3
21:07:26               908.30       2028.5
21:07:32               782.46       2049.0
21:07:39               765.67       2056.2
21:07:46               830.13       2098.2
21:07:52               850.18       2104.3
21:07:59               773.68       2135.0
21:08:06               781.73       2136.1
21:08:12               836.48       2137.1
21:08:19               845.05       2197.5
21:08:26               763.23       2198.5
21:08:32               775.17       2199.6
21:08:39               768.00       2199.6
21:08:45               773.43       2215.9
21:08:52               804.23       2223.1
21:08:59               798.23       2238.5
21:09:05               823.78       2267.1
21:09:12               815.92       2267.1
21:09:19               793.11       2279.4
21:09:25               854.37       2289.7
21:09:32               828.47       2295.8
21:09:38               806.86       2298.9
21:09:45               847.47       2326.5
21:09:52               813.38       2327.6
21:09:58               775.59       2327.6
21:10:05               852.35       2354.2
21:10:12               816.65       2354.2
21:10:18               773.88       2378.8
21:10:25               876.31       2391.0
21:10:32               864.88       2391.0
21:10:38               774.33       2391.0
21:10:45               879.49       2415.6
21:10:52               807.58       2415.6
21:10:58               896.95       2415.6
21:11:05               871.06       2416.6
21:11:11               809.79       2418.7
21:11:18               842.22       2418.7
21:11:25               898.85       2431.0
21:11:31               816.86       2445.3
21:11:38               820.10       2449.4
21:11:45               892.21       2455.6
21:11:51               877.56       2455.6
21:11:58               868.75       2455.6
21:12:05               845.51       2471.9
21:12:11               811.50       2471.9
21:12:18               796.09       2471.9
21:12:25               815.23       2478.1
21:12:32               820.02       2478.1
21:12:38               815.46       2479.1
21:12:45               829.68       2483.2
21:12:52               822.07       2483.2
21:12:59               822.04       2483.2
21:13:05               826.63       2484.2
21:13:12               831.38       2495.5
21:13:19               830.59       2496.5
21:13:25              1209.63       2523.1
21:13:32               847.91       2554.9
21:13:39               923.34       2554.9
21:13:45               933.48       2555.9
21:13:52               930.74       2554.9
21:13:58               940.88       2554.9
21:14:05               916.58       2554.9
21:14:12               833.73       2543.6
21:14:18               906.44       2544.6
21:14:25               905.79       2543.6
21:14:32               828.98       2543.6
21:14:38               850.46       2543.6
21:14:45               815.13       2541.6
21:14:51               916.65       2542.6
21:14:58               934.43       2542.6
21:15:05               934.21       2541.6
21:15:12              1083.17       2537.5
21:15:18               926.38       2558.0
21:15:25               924.91       2561.0
21:15:32               857.45       2552.8
21:15:38               868.60       2604.0
21:15:45               891.78       2603.0
21:15:52               932.18       2558.0
21:15:59               853.95       2563.1
21:16:05               906.39       2563.1
21:16:12               891.15       2570.2
21:16:19               875.93       2571.3
21:16:26               917.58       2571.3
21:16:32               912.06       2640.9
21:16:39               891.95       2681.9
21:16:46               868.96       2681.9
21:16:53               903.80       2691.1
21:16:59               874.24       2684.9
21:17:06               918.68       2619.4
21:17:13               884.79       2621.4
21:17:19               891.37       2630.7
21:17:26               915.59       2635.8
21:17:32               908.49       2637.8
21:17:39               918.63       2638.8
21:17:46               921.18       2614.3
21:17:52               856.01       2612.2
21:17:59               898.80       2614.3
21:18:05               909.10       2590.7
21:18:12               894.34       2607.1
21:18:19               889.38       2607.1
21:18:25               912.50       2607.1
21:18:32               887.79       2590.7
21:18:39               907.10       2548.7
21:18:45               901.06       2619.4
21:18:52               901.45       2603.0
21:18:59               916.75       2604.0
21:19:05               911.82       2556.9
21:19:12               925.51       2592.8
21:19:19               941.06       2607.1
21:19:25               889.97       2621.4
21:19:32               941.88       2627.6
21:19:39               907.83       2634.8
21:19:45               887.63       2634.8
21:19:52               900.56       2637.8
21:19:58               899.67       2633.7
21:20:05               890.87       2578.4
21:20:12               899.95       2603.0
21:20:18               904.68       2603.0
21:20:25               915.49       2660.4
21:20:32               900.05       2627.6
